Level of Education,Province,Fields of Study,Type of AI,PE1,PE2,PE3,PE4,PE5,PE6,PE7,PE8,PE9,PE10,PE11,PE12,PE13,PE14,PE15,PE16,PE17,PE18,PE19,PE20,CU1,CU2,CU3,CU4,ATU1,ATU2,ATU3,ATU4,ATU5,AUP1,AUP2,AUP3,AUP4,AUP5,MIUA1,MIUA2,MIUA3,MIUA4,MIUA5,Respondent,Gender,University,Gender_Label,University_Label,Education_Label,Province_Label,Field_Label,AI_Label,PE_Score,CU_Score,ATU_Score,AUP_Score,MIUA_Score,PE_Score_Scaled,CU_Score_Scaled,ATU_Score_Scaled,AUP_Score_Scaled,MIUA_Score_Scaled
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Private,2,Female,Private,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,Level of Education,Associate Degree (D3),1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Undergraduate (S1),2,Female,Private,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,Province,Nanggroe Aceh Darussalam (Capital: Banda Aceh),1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,North Sumatera (Capital: Medan),2,Female,Private,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,South Sumatera (Capital: Palembang),3,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Sumatera Barat (Ibu Kota Padang),4,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Bengkulu (Capital: Bengkulu),5,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Riau (Capital: Pekanbaru),6,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Riau Islands (Capital: Tanjung Pinang),7,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Jambi (Capital: Jambi),8,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Lampung (Capital: Bandar Lampung),9,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Bangka Belitung (Capital:  Pangkal Pinang),10,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,West Kalimantan (Capital: Pontianak),11,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,East Kalimantan (Capital: Samarinda),12,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,South Kalimantan (Capital: Banjarbaru),13,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Central Kalimantan (Capital: Palangkaraya),14,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,North Kalimantan (Capital: Tanjung Selor),15,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Banten (Capital: Serang),16,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Jakarta Special Region(Capital: Jakarta),17,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,West Java (Capital: Bandung),18,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Central Java (Capital:  Semarang),19,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Yogyakarta Special Region (Capital: Yogyakarta),20,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,East Java (Capital:  Surabaya),21,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
1.8467289719626168,12.482242990654205,4.7729468599033815,5.074766355140187,3.1869158878504673,3.052336448598131,3.1345794392523363,3.0186915887850465,3.0654205607476634,3.119626168224299,3.013084112149533,3.099250936329588,2.958801498127341,2.8333333333333335,3.0675422138836774,2.940074906367041,2.99250936329588,3.168539325842697,3.050561797752809,3.0374531835205993,2.9943714821763603,3.0581613508442778,3.1242937853107344,3.1707317073170733,2.443820224719101,2.3127340823970037,2.7752808988764044,2.296435272045028,3.01310861423221,2.628517823639775,2.8911819887429644,2.9606003752345216,2.8726591760299627,1.9737827715355805,2.9232209737827715,3.1741573033707864,2.6310861423220975,2.6310861423220975,2.702247191011236,2.816479400749064,2.749063670411985,2.4850187265917603,3.0149812734082397,1,Bali (Capital: Denpasar),22,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0543139544854445,2.4570676195093846,2.8732135955758866,2.6666666666666665,2.7535580524344567,0.0,7.140175509680081e-16,0.0,-8.250153444521033e-16,0.0
