Respondent,Gender,University,Level of Education,Province,Fields of Study,Type of AI,PE1,PE2,PE3,PE4,PE5,PE6,PE7,PE8,PE9,PE10,PE11,PE12,PE13,PE14,PE15,PE16,PE17,PE18,PE19,PE20,CU1,CU2,CU3,CU4,ATU1,ATU2,ATU3,ATU4,ATU5,AUP1,AUP2,AUP3,AUP4,AUP5,MIUA1,MIUA2,MIUA3,MIUA4,MIUA5,Gender_Label,University_Label,Education_Label,Province_Label,Field_Label,AI_Label,PE_Score,CU_Score,ATU_Score,AUP_Score,MIUA_Score,PE_S,CU_S,ATU_S,AUP_S,MIUA_S
411,2,1,2.0,34.0,7.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Female,Public,Undergraduate (S1),Papua (Jayapura),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Eduten,4.0,1.0,4.0,4.0,4.0,1.114089956330513,0.056865959935473324,-1.0843305483266532,-0.132175685549481,-1.4815586619017909
412,2,1,2.0,19.0,7.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.0,2.5,3.0,2.8,2.8,-3.5663731585359106,-2.2148931483728145,-3.022126250772246,-2.9555020042917004,-2.723470783272854
413,2,1,2.0,19.0,7.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.75,2.25,2.4,2.6,2.4,-0.7060901438953185,0.056865959935473324,-0.43839864751145585,-1.1909230550778134,-1.4815586619017909
414,2,1,2.0,13.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,Female,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",Canva - IA,2.0,3.0,2.6,2.0,2.6,-0.35938917242373136,-1.0790135942186705,1.8223630053417355,-0.132175685549481,1.6232216415258667
415,1,1,2.0,24.0,6.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,Male,Public,Undergraduate (S1),West Nusa Tenggara (Mataram),"Economics (Economics, Management, Marketing, Economic Education)",Canva - IA,3.0,2.0,4.0,3.0,2.8,0.3340127705194423,-1.0790135942186705,-0.761364597919055,-0.132175685549481,0.07083148981203774
416,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0,2.25,2.8,2.4,2.0,1.634141413537893,2.328625068243761,1.8223630053417355,2.3382348433499605,1.9336996718686328
417,2,1,2.0,19.0,7.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.2,2.25,3.2,2.4,3.0,-0.09936344382004134,0.056865959935473324,-0.1154326971038575,0.22074010429329594,0.3813095201548038
418,2,1,2.0,19.0,7.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.85,2.25,2.4,2.0,2.0,-0.09936344382004134,0.056865959935473324,-0.761364597919055,-0.132175685549481,-0.23964654053072765
419,2,1,2.0,19.0,7.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",DeepL,2.45,2.5,2.8,2.6,2.4,-0.09936344382004134,0.056865959935473324,-0.761364597919055,-0.132175685549481,-0.23964654053072765
420,2,1,2.0,19.0,7.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.7,2.5,2.2,2.6,1.8,-0.09936344382004134,-0.7003870761672892,-0.1154326971038575,-0.8380072652350357,-0.5501245708734936
421,1,1,2.0,34.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Male,Public,Undergraduate (S1),Papua (Jayapura),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,1.0,1.0,1.0,1.0,1.0,-0.012688200952144922,-1.0790135942186705,-0.761364597919055,0.22074010429329594,-0.23964654053072765
422,2,1,2.0,34.0,1.0,5.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,Female,Public,Undergraduate (S1),Papua (Jayapura),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",Bing,2.65,2.5,2.6,2.0,1.8,1.2007651991984096,-1.8362666303214332,-0.1154326971038575,0.22074010429329594,0.3813095201548038
423,1,1,2.0,34.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,Male,Public,Undergraduate (S1),Papua (Jayapura),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",ChatGPT,2.85,1.75,4.0,2.6,3.8,-0.6194149010274214,0.43549247798685464,-0.43839864751145585,-0.4850914753922587,0.6917875504975699
424,1,1,2.0,19.0,8.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Male,Public,Undergraduate (S1),Central Java (Semarang),"Arts (Dance, Music, Painting, Visual Design, Drama, Arts Education)",ChatGPT,3.25,1.75,2.4,2.6,2.8,-0.09936344382004134,-0.7003870761672892,-0.761364597919055,0.5736558941360737,0.07083148981203774
425,2,1,2.0,34.0,7.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Female,Public,Undergraduate (S1),Papua (Jayapura),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,4.0,4.0,4.0,4.0,4.0,0.6807137419910295,-0.321760558115908,-0.43839864751145585,-1.1909230550778134,0.3813095201548038
426,2,1,2.0,16.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Banten (Serang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,3.0,2.5,2.8,2.8,3.0,-0.012688200952144922,-0.321760558115908,-0.761364597919055,0.22074010429329594,-0.5501245708734936
427,2,1,2.0,16.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Banten (Serang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,3.0,2.5,2.4,2.6,2.6,-1.8328683011779758,0.43549247798685464,-1.4072964987342522,-0.132175685549481,-1.1710806315590252
428,2,1,2.0,16.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Banten (Serang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,3.0,2.5,2.4,2.6,2.6,-0.18603868668793777,-1.0790135942186705,-0.1154326971038575,-0.132175685549481,-0.8606026012162591
429,2,1,2.0,16.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Banten (Serang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,3.0,2.0,2.8,2.2,2.4,-0.9661158724990087,1.5713720321409985,-0.761364597919055,-0.8380072652350357,0.3813095201548038
430,2,1,2.0,19.0,8.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Arts (Dance, Music, Painting, Visual Design, Drama, Arts Education)",ChatGPT,3.05,1.75,2.4,2.8,2.6,-0.09936344382004134,-0.7003870761672892,-0.43839864751145585,-0.4850914753922587,0.07083148981203774
431,2,1,2.0,19.0,8.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Arts (Dance, Music, Painting, Visual Design, Drama, Arts Education)",Shutterstock AI,3.75,1.25,2.8,2.8,3.0,-0.09936344382004134,-1.0790135942186705,0.20753325330374156,-0.132175685549481,0.3813095201548038
432,2,1,2.0,19.0,8.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Arts (Dance, Music, Painting, Visual Design, Drama, Arts Education)",ChatGPT,2.7,2.75,2.6,2.4,3.2,-0.27271392955583496,0.056865959935473324,-0.1154326971038575,0.5736558941360737,0.6917875504975699
433,2,1,2.0,19.0,7.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0,2.0,2.4,3.0,2.8,-1.5728425725742858,-1.0790135942186705,-0.1154326971038575,-0.8380072652350357,-0.5501245708734936
434,2,1,2.0,4.0,2.0,12.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",Others,3.45,2.25,2.6,2.0,3.0,-0.27271392955583496,-0.321760558115908,0.20753325330374156,-0.132175685549481,-0.5501245708734936
435,2,1,2.0,4.0,7.0,11.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.05,2.25,2.4,2.8,2.4,-0.27271392955583496,-1.0790135942186705,-1.730262449141851,0.5736558941360737,-2.4129927529300885
436,2,1,2.0,19.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Arts (Dance, Music, Painting, Visual Design, Drama, Arts Education)",Canva - IA,2.0,2.75,2.0,2.6,2.0,-1.1394663582348021,-1.0790135942186705,-0.761364597919055,0.22074010429329594,-0.8606026012162591
437,2,1,2.0,19.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Arts (Dance, Music, Painting, Visual Design, Drama, Arts Education)",ChatGPT,2.95,1.75,2.8,2.6,2.2,1.027414713462616,1.1927455140896173,0.5304992037113406,0.9265716839788514,-0.5501245708734936
438,1,1,2.0,19.0,7.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,Male,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.5,3.5,2.4,2.2,3.0,0.42068801338733874,1.5713720321409985,1.176431104526538,0.9265716839788514,0.3813095201548038
439,2,1,2.0,7.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Riau Islands (Tanjung Pinang),"Economics (Economics, Management, Marketing, Economic Education)",ChatGPT,3.0,2.0,2.6,2.4,2.8,0.8540642277268223,1.9499985501923798,0.853465154118939,1.2794874738216282,0.3813095201548038
440,2,1,1.0,4.0,6.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Associate Degree (D3),Sumatera Barat (Padang),"Economics (Economics, Management, Marketing, Economic Education)",Canva - IA,3.0,1.75,3.0,2.6,3.0,0.8540642277268223,1.1927455140896173,-0.43839864751145585,1.632403263664406,1.0022655808403353
441,1,1,2.0,19.0,8.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Male,Public,Undergraduate (S1),Central Java (Semarang),"Arts (Dance, Music, Painting, Visual Design, Drama, Arts Education)",Canva - IA,2.9,2.5,2.8,3.0,3.2,0.42068801338733874,1.9499985501923798,0.853465154118939,1.2794874738216282,0.6917875504975699
442,2,1,2.0,34.0,7.0,12.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,2.0,Female,Public,Undergraduate (S1),Papua (Jayapura),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,2.15,1.75,2.8,2.2,2.4,0.7673889848589259,1.1927455140896173,1.4993970549341364,1.2794874738216282,1.9336996718686328
443,1,1,2.0,19.0,8.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,Male,Public,Undergraduate (S1),Central Java (Semarang),"Arts (Dance, Music, Painting, Visual Design, Drama, Arts Education)",ChatGPT,2.9,2.25,3.0,2.6,2.4,-0.012688200952144922,-0.321760558115908,1.176431104526538,1.2794874738216282,0.6917875504975699
444,2,1,2.0,4.0,6.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Economics (Economics, Management, Marketing, Economic Education)",ChatGPT,2.9,1.75,1.8,3.0,1.2,0.42068801338733874,1.5713720321409985,0.20753325330374156,0.9265716839788514,1.0022655808403353
445,2,1,2.0,8.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,Female,Public,Undergraduate (S1),Jambi (Jambi),"Economics (Economics, Management, Marketing, Economic Education)",ChatGPT,2.4,1.75,2.4,2.8,2.2,0.5940384991231323,0.056865959935473324,1.176431104526538,1.632403263664406,1.0022655808403353
446,1,2,1.0,17.0,6.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,1.0,3.0,Male,Private,Associate Degree (D3),Jakarta Special Region (Jakarta),"Economics (Economics, Management, Marketing, Economic Education)",Bing,3.65,3.25,3.2,3.2,2.4,1.027414713462616,1.5713720321409985,1.4993970549341364,1.632403263664406,1.0022655808403353
447,1,1,1.0,18.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Male,Public,Associate Degree (D3),West Java (Bandung),"Mathematics (Statistics, Math Education)",ChatGPT,3.3,3.5,3.6,3.2,3.0,0.9407394705947195,1.5713720321409985,0.853465154118939,0.9265716839788514,1.3127436111831012
448,2,1,1.0,20.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),Language (English/Japanese Literature & Education),Bing,3.55,3.75,3.4,3.4,3.0,0.9407394705947195,1.1927455140896173,0.20753325330374156,0.9265716839788514,-0.8606026012162591
449,1,1,1.0,17.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,Male,Public,Associate Degree (D3),Jakarta Special Region (Jakarta),Language (English/Japanese Literature & Education),ChatGPT,3.55,3.25,2.6,3.6,3.4,0.9407394705947195,0.43549247798685464,0.20753325330374156,1.2794874738216282,1.3127436111831012
450,1,2,1.0,17.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,Male,Private,Associate Degree (D3),Jakarta Special Region (Jakarta),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",DeepL,3.3,3.75,3.4,3.4,3.2,-2.0062187869137693,-1.0790135942186705,-1.4072964987342522,0.22074010429329594,1.6232216415258667
451,1,2,1.0,18.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,Male,Private,Associate Degree (D3),West Java (Bandung),"Mathematics (Statistics, Math Education)",Canva - IA,3.5,3.25,3.8,3.4,4.0,0.24733752765154587,1.9499985501923798,1.176431104526538,1.632403263664406,1.6232216415258667
452,1,1,1.0,19.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,Male,Public,Associate Degree (D3),Central Java (Semarang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Dall-e,3.05,2.25,3.6,3.4,3.2,-1.5728425725742858,0.8141189960382359,0.20753325330374156,1.632403263664406,1.3127436111831012
453,2,1,1.0,19.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,Female,Public,Associate Degree (D3),Central Java (Semarang),Language (English/Japanese Literature & Education),DeepL,3.3,3.5,3.0,3.2,3.4,1.2007651991984096,1.5713720321409985,0.853465154118939,1.632403263664406,1.0022655808403353
454,2,1,1.0,20.0,7.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,Female,Public,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",DeepL,3.4,2.5,3.6,3.6,3.4,0.6807137419910295,1.1927455140896173,1.176431104526538,1.2794874738216282,1.0022655808403353
